;;;;;;;;;;;;;;;;;;;;;;;;
;PEDIDO DE MATERIAL MENSAL - /2025;;;;;;;;;;;;;;;;;;;;;;;
;"CLINICA: 
CNPJ: ";;;;;;;;;;;;;;;;;;;;;;;
;CODIGO_PRODUTO;DESCRICAO_PRODUTO;UNIDADE;MARCA;PEDIDO;ESTOQUE ;;;;;;;;;;;;;;;;;;
;859980;COND ACIDO FOSFORICO 37% 3SER - ALLPRIME;UNIDADE OU PECA;ALLPRIME;;;;;;;;;;;;;;;;;;;;
;658712;CUNHA ANATOMICA MADEIRA SORT - 100UN AAF;UNIDADE OU PECA;AAF;;;;;;;;;;;;;;;;;;;;
;127661;Dente Delara Anterior Inferior BL2 L38 6unid.;UNIDADE;KULZER;;;;;;;;;;;;;;;;;;;;
;127864;Dente Delara Anterior Superior BL2 T46 6unid.;UNIDADE;KULZER;;;;;;;;;;;;;;;;;;;;
;127585;Dente Delara Posterior Inferior BL2 34L 8unid.;UNIDADE;KULZER;;;;;;;;;;;;;;;;;;;;
;127518;Dente Delara Posterior Superior BL2 34U 8unid.;UNIDADE;KULZER;;;;;;;;;;;;;;;;;;;;
;272222;DESSENSIB DESENSIBILIZE KF2% - SER 2,5G FGM;UNIDADE OU PECA;FGM;;;;;;;;;;;;;;;;;;;;
;101333;Detergente Enzimático Zymedet Gold 5-E 1L;UNIDADE OU PECA;PROLINK;;;;;;;;;;;;;;;;;;;;
;546958;DISCO DIAMANTADO DUPLA FACE PL - EX FINO 1UN MICRODONT;UNIDADE OU PECA;MICRODONT;;;;;;;;;;;;;;;;;;;;
;410365;DISCO LIXA DIAMOND PRO G - 8/12MM 26UN+MANDRIL FGM;UNIDADE OU PECA;FGM;;;;;;;;;;;;;;;;;;;;
;267730;DISCO LIXA SOF-LEX POP ON 1/2 - LARANJA 4931M 30UN 3M;UNIDADE OU PECA;3M;;;;;;;;;;;;;;;;;;;;
;214444;EDTA Trissódico 20ml;UNIDADE OU PECA;BIODINÂMICA;;;;;;;;;;;;;;;;;;;;
;419658;ELASTICO BENGALINHA AZUL - 1000UN 6003308 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419627;ELASTICO BENGALINHA AZUL BEBE - 1000UN 6003304 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419825;ELASTICO BENGALINHA AZUL CRISTAL - 1000UN 6003354 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;426168;ELASTICO BENGALINHA BRANCO RENDA - 1000UN 6003327 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419603;ELASTICO BENGALINHA CINZA - 1000UN ;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;426175;ELASTICO BENGALINHA LILAS - 1000UN 6003328 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419832;ELASTICO BENGALINHA PINK CRISTAL - 1000UN 6003355 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419672;ELASTICO BENGALINHA PRETO - 1000UN 6003311 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419771;ELASTICO BENGALINHA ROSA PEROLA - 1000UN 6003326 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419696;ELASTICO BENGALINHA ROXO - 1000UN 6003313 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419788;ELASTICO BENGALINHA VERDE LIMAO CRISTAL - 1000UN 6003350 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419702;ELASTICO BENGALINHA VERDE MAR - 1000UN 6003315 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419764;ELASTICO BENGALINHA VERDE PEROLA - 1000UN 6003324 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419795;ELASTICO BENGALINHA VERMELHO CRISTAL - 1000UN 6003351 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419757;ELASTICO BENGALINHA VINHO - 1000UN 6003322 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419726;ELASTICO BENGALINHA  PRATA- 1000UN ;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;858860;Elástico Corrente Médio 1,5M -  PRATA;UNIDADE OU PECA;ORTHOMETRIC;;;;;;;;;;;;;;;;;;;;
;858761;Elástico Corrente Médio 1,5M - CINZA;UNIDADE OU PECA;ORTHOMETRIC;;;;;;;;;;;;;;;;;;;;
;858846;Elástico Corrente Médio 1,5M - LILAS;UNIDADE OU PECA;ORTHOMETRIC;;;;;;;;;;;;;;;;;;;;
;858723;Elástico Corrente Médio 1,5M - PRETO;UNIDADE OU PECA;ORTHOMETRIC;;;;;;;;;;;;;;;;;;;;
;858747;Elástico Corrente Médio 1,5M - VERDE CRISTAL;UNIDADE OU PECA;ORTHOMETRIC;;;;;;;;;;;;;;;;;;;;
;858730;Elástico Corrente Médio 1,5M - VERDE MAR ;UNIDADE OU PECA;ORTHOMETRIC;;;;;;;;;;;;;;;;;;;;
;112851;Elástico Corrente Médio 1,5M - VERDE PEROLA ;UNIDADE;ORTHOMETRIC;;;;;;;;;;;;;;;;;;;;
;858907;Elástico Corrente Médio 1,5M - VERMEL CRISTAL;UNIDADE OU PECA;ORTHOMETRIC;;;;;;;;;;;;;;;;;;;;
;422580;ELASTICO CORRENTE MEDIO AZUL - 1,5M 6005208 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;422573;ELASTICO CORRENTE MEDIO AZUL - BEBE 1,5M 6005204 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;425888;ELASTICO CORRENTE MEDIO AZUL - MAR 1,5M 6005216 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419962;ELASTICO CORRENTE MEDIO LARANJ - CRISTAL 1,5M 6005252 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419993;ELASTICO CORRENTE MEDIO PINK - CRISTAL 1,5M 6005255 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;422597;ELASTICO CORRENTE MEDIO PRETO - 1,5M 6005211 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;422634;ELASTICO CORRENTE MEDIO ROSA - PEROLA 1,5M 6005226 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;425970;ELASTICO CORRENTE MEDIO ROXO - 1,5M 6005213 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;426069;ELASTICO CORRENTE MEDIO VINHO - 1,5M 6005222 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419511;ELASTICO INTRAORAL LATEX 1/8 - LEVE 1000UN 6001200 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;421606;ELASTICO INTRAORAL LATEX 1/8 - MEDIO 1000UN 6001310 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;421637;ELASTICO INTRAORAL LATEX 1/8 - PESADO 1000UN 6001320 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;421613;ELASTICO INTRAORAL LATEX 3/16 - MEDIO 1000UN 6001311 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;421644;ELASTICO INTRAORAL LATEX 3/16 - PESADO 1000UN 6001321 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;419542;ELASTICO INTRAORAL LATEX 5/16 - MEDIO 1000UN 6001205 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;384956;EMBALAGEM PARA ELASTICO ORTO - 50UN MAQUIRA;UNIDADE OU PECA;MAQUIRA;;;;;;;;;;;;;;;;;;;;
;560862;Enxerto Ósseo Bovino Lumina-Bone - Criteria FINO;UNIDADE OU PECA;CRITERIA;;;;;;;;;;;;;;;;;;;;
;629392;Enxerto Ósseo Bovino Lumina Bone Porous - Criteria;UNIDADE OU PECA;CRITERIA;;;;;;;;;;;;;;;;;;;;
;118644;ESCOVA ALGODAO PARA POLIMENTO PM 22MM - AMERICAN;UNIDADE;AMERICAN BURRS;;;;;;;;;;;;;;;;;;;;
;734621;ESCOVA POLIM ACRIL CLEMARA 25 - 1UN KOTA KNEBEL;UNIDADE OU PECA;KOTA;;;;;;;;;;;;;;;;;;;;
;102600;ESCOVA POLIMENTO FLANELA - 4POL X 12MM NOVA OGP;UNIDADE OU PECA;NOVA OGP;;;;;;;;;;;;;;;;;;;;
;111668;ESCOVA ROBINSON - PINCEL PLANO BR MEDIA MK LIFE;UNIDADE OU PECA;MK LIFE;;;;;;;;;;;;;;;;;;;;
;184723;ESCOVA ROBINSON RETA BRANCA - CA MACIA 1UN ALLPRIME;UNIDADE OU PECA;ALLPRIME;;;;;;;;;;;;;;;;;;;;
;537437;ESCOVA ROBINSON RETA BRANCA CA - MACIA 1UN PREVEN;UNIDADE OU PECA;PREVEN;;;;;;;;;;;;;;;;;;;;
;733778;ESPATULA P/GESSO INOX CABO PLASTICO - NOVA OGP;UNIDADE OU PECA;NOVA OGP;;;;;;;;;;;;;;;;;;;;
;384871;Espátula Plástica para Gesso e Alginato Azul 1unid.;UNIDADE OU PECA;MAQUIRA;;;;;;;;;;;;;;;;;;;;
;324068;Espelho Bucal Plano N°5 1unid.;UNIDADE OU PECA;GOLGRAN;;;;;;;;;;;;;;;;;;;;
;271874;ESPONJA HEMOSTATICA HEMOSPON - 10UN MAQUIRA;UNIDADE OU PECA;MAQUIRA;;;;;;;;;;;;;;;;;;;;
;537536;FICHA RX 14 FUROS PLASTICO - 1UN PREVEN;UNIDADE OU PECA;PREVEN;;;;;;;;;;;;;;;;;;;;
;111133;FICHA RX 2 FUROS PLASTICO - 1UN PREVEN;UNIDADE OU PECA;PREVEN;;;;;;;;;;;;;;;;;;;;
;238693;FILME RADIOGRÁFICO E-SPEED AGFA DENTUS ADULTO 150UNID.;UNIDADE OU PECA;Carestream;;;;;;;;;;;;;;;;;;;;
;418972;FIO ACO DURO ELASTICO RED 36 - ROLO 50G/10M 5501090 MORELLI;UNIDADE OU PECA;MORELLI;;;;;;;;;;;;;;;;;;;;
;124951;Fio de Sutura Nylon 4.0 MT 1/2 Ag. 2,0 cm - Triangular;UNIDADE;SHALON;;;;;;;;;;;;;;;;;;;;
